Region,Districts,TA,EPA,Constituency,GVH,Village,Organisation_Name,Organisation_status,NYCOM_Affiliate,Total_Males_staff,Total_Females_Staff,Focus_AREA,Focus_AREA_Economic,Focus_AREA_Climate_Change,Focus_AREA_Education,Focus_AREA_Health,Focus_AREA_Gender_SocialProtection,Focus_AREA_Agriculture,Focus_AREA_Governance,Economic,Economic_Small_scale_Mining,Economic_MSMEs,Economic_Group_Economies,Economic_IGAs,Economic_Financial_literacy,Economic_Energy,Economic_Transport,Economic_Creative_Industries,Economic_Digital_Skills,Economic_Tourism,Climate_Change,Climate_Change_Environment,Climate_Change_Climatechange_mit,Climate_Change_ClimateJustice_advocacy,Climate_Change_Climatechang_adapt,Climate_Change_Capacitybuilding_training,Climate_Change_Research_innovation,Education,Education_ECD_CBCC,Education_Literacy_language,Education_IEC_Media,Education_VocationalskillsTraining,Education_Arts_craft,Education_Leadership,Education_Cultural_values,Education_Library_service,Education_ICT,Education_Guidance_councelling,Education_STEAM,Education_Foundational_Learning,Education_Inclusive_Education,Education_Schoolhealth_nutrition,Education_Schoolleadership_mangnt,Education_Bursaries_Scholars,Education_Adult_Literacy,Education_Functional_Literacy,Education_Advocacy,Health,Health_HIV_AIDS_STIs,Health_CSEoutofschool,Health_SRHR_Fistula,Health_SRHR_YFHS,Health_SRHR_Familyplanning,Health_Humanitarian_response,Health_Access_SRHR_Vulnerablegrps,Health_Maternal_Health,Health_Peer_Education,Health_SubstanceUse_Abuse,Health_SocialBehaviourChange,Health_MentalHealth,Health_PplLivngwithHIV,Health_WASH,Health_Advocacy,Gender_socialP,Gender_socialP_Gender_equality,Gender_socialP_children_rights,Gender_socialP_Women_girlsEmpowerment,Gender_socialP_Women_rights,Gender_socialP_child_protection,Gender_socialP_youth_childdev,Gender_socialP_Behavior_change,Gender_socialP_Elderly_care,Gender_socialP_Guidance_councelling,Gender_socialP_Resource_centres,Gender_socialP_Orphan_Care,Gender_socialP_Advocacy_policyAdvocacy,Gender_socialP_GBV,Gender_socialP_Adult_literacy,Gender_socialP_Communityskilldev,Gender_socialP_EndingChildMarriages,Gender_socialP_Trad_CulturalPractices,Gender_socialP_TraffickingPersonsPrevention,Gender_socialP_Communitypolicing,Governance,Governance_PoliticalParticipation,Governance_CivicParticipation,Governance_Advocacy_Lobbying,Governance_DemocracyPromotion,Governance_HumanRightsPromotion,Governance_Networking,Governance_Leadership,Agriculture,Agriculture_AgricProd_Productivity,Agriculture_Food_NutritionSecurity,Agriculture_Agribusiness,Agriculture_Sustainabledev,Agriculture_AgricResearch_Innovation,Agriculture_Advocacy,Mission_Statement,Vision,Total_Male Beneficiaries,TotalFem_Beneficiaries,Males_withdisabillity,Females_withdisabillity,Males_disclosedHIVstatus,Females_disclosedHIVstatus,Board_Meeting,Executive_Meeting,Organisation_Meeting,IGA_Activity,Areas_ofimprovement,Areas_ofimprovement_Health,Areas_ofimprovement_leadership,Areas_ofimprovement_Entrepreneurship,Areas_ofimprovement_M_E,Areas_ofimprovement_ICT,Areas_ofimprovement_Vocational,Areas_ofimprovement_Finance,Areas_ofimprovement_Administration,Areas_ofimprovement_Communication,Areas_ofimprovement_Procurement,MRA_Reg_Cert,Ngora_Reg_Cert,Congoma_Reg_Cert,Registrageneral_Reg_Cert,Youthcoop_Reg_Cert,MBS_Reg_Cert,MSME_Reg_Cert,Challenges,Challenges_Access_to_Land,Challenges_Finances,Challenges_Capacity_Building,Challenges_Lack_Systems,Challenges_Regulatorybody_registration,Challenges_ResourseMobilisationTechiniques,Challenges_Markets,Challenges_Networking_Partnership_building,Challenges_Leadership,Latitude,Longitude,Altitude,Accuracy
South,Neno,TA Symonlikongwe,Lisungwi,Neno east,Mtengula,Chikapa,Neno Active youth in development (NAYODE),Active,Yes,2,3,Education Health Agriculture Governance,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,VocationalskillsTraining,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Advocacy&Lobbying,0,0,1,0,0,0,0,Food&NutritionSecurity Agribusiness,0,1,1,0,0,0,To develop youth leadership that meets the demand for sustainable national development,A youth organization with a diversified resource base for improved socioeconomic status of the youth children and vulnerable groups,18000,6600,18,22,60,120,Quarterly,Monthly,Quarterly,Farming/Business,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-15.3156502007024,34.8996352032489,570.3,4.8
South,Nsanje,TA Malemia,Zunde,South west,Nthole,Nthole,Creative youth Organisation (CYO),Active,No,4,3,Education Health Agriculture Governance,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SRHR_YFHS SRHR_Familyplanning Advocacy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,Advocacy&Lobbying,0,0,1,0,0,0,0,AgricProd&Productivity,1,0,0,0,0,0,To be a leading organisation for the youth in capacity building through trainings and technical support to both able and disabled youth: and promotion of their well being,"A youthful generation that is productive economically, academically,health wise, socially and technologically",462,525,25,15,9,17,Quarterly,Bi_weekly,Bi_weekly,"Membership contributions, Farming",M&E ICT,0,0,0,1,1,0,0,0,0,0,No,Yes,No,Yes,No,No,No,Finances ResourseMobilisationTechiniques Markets,0,1,0,0,0,1,1,0,0,-16.9296177652048,35.2637909335748,44.7,4.9
South,Nsanje,TA Malemia,Zonde,South west,Nthuluso,Nthukuso,Native Youth animators for development (NYADE),Active,Yes,4,3,Climate_Change Education Health Gender&SocialP,0,1,1,1,1,0,0,,,,,,,,,,,,Environment Climatechange_mit Capacitybuilding&training,1,1,0,0,1,0,Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Women&girlsEmpowerment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,To empower the youth poor and vulnerable communities to attain their rights through high quality participatory program,"Safe malawi, free of poverty, HiV and corruption a malawi where everyone including the youth is able to live a health creative and dignified life and where youth are involved in decisions that affect their lives and feel responsible for the development of their country",130,3097,0,0,0,0,Quarterly,Monthly,Monthly,Contributions from members,M&E Finance,0,0,0,1,0,0,1,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-16.9178706598407,35.255440572903,57.5,4.9
South,Mangochi,TA Mbwananyambi,Masuku,Mangochi South,Nakoma,Mkumba,Ndumundu,Active,Yes,10,8,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs Financial_literacy,0,1,1,1,1,0,0,0,0,0,Environment Climatechang_adapt,1,0,0,1,0,0,Guidance_councelling Bursaries_Scholars Functional_Literacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Peer_Education SubstanceUse&Abuse MentalHealth WASH",1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,Gender_equality child_protection Guidance_councelling GBV,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Advocacy&Lobbying,0,0,1,0,0,0,0,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To deliver social economic development that nurturs  and shapes adolescents and youth in Bwananyambia area,Healthy and self-reliant youth and adolescents in Bwananyambi area,7,6,0,0,0,0,Quarterly,Monthly,Weekly,Bussiness; Chicken rearing; Gardening; Soap making,M&E Finance,0,0,0,1,0,0,1,0,0,0,No,No,No,No,Pending,No,No,Access_to_Land Finances Regulatorybody_registration,1,1,0,0,1,0,0,0,0,-14.5854076,35.5312591,925.8,3.9
North,Rumphi,TA Chikulamayembe,Bolero,Rumphi Central,Jalira,Jalira,Citizen Concern Youth Organisation,Active,No,71,86,Economic Climate_Change Gender&SocialP Agriculture,1,1,0,0,1,1,0,IGAs Creative_Industries,0,0,0,1,0,0,0,1,0,0,Environment Climatechange_mit Climatechang_adapt,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender_equality children_rights Guidance_councelling,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,"To promote economic Empowerment of the Youth and communities through entrepreneurship civic education HIV/AIDS prevention human rights,food security and environment conservation","A human right cultural respectfully,HIV/AIDS prevention environment,conservation hunger free,entrepreneurship and above povertlevel society",23,48,0,0,0,0,Quarterly,Monthly,Quarterly,Farming,leadership Vocational,0,1,0,0,0,1,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-11.0137562,33.7360563,1076.5,4.6
North,Chitipa,TA Mwabulamabya,Mwamkumbwa,Chitipa North,Mwamkumbwa,Nyamba,Peace Child youth organisation,Active,Pending,50,84,Economic Education Health Gender&SocialP Agriculture,1,0,1,1,1,1,0,MSMEs Group_Economies IGAs,0,1,1,1,0,0,0,0,0,0,,,,,,,,Guidance_councelling Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SRHR_YFHS SRHR_Familyplanning Humanitarian_response Peer_Education,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,Gender_equality children_rights child_protection youth&childdev GBV,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness,1,1,1,0,0,0,"To promote education,health and wellbeing among its members",To providesafe and supportive environment for young people to develop their skills knowledge and character,171,226,4,6,0,1,Quarterly,Weekly,Weekly,Contribution from the board,Entrepreneurship Vocational,0,0,1,0,0,1,0,0,0,0,No,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-9.7023442,33.2692854,1260.4,4.6
North,Chitipa,TA Mwabulamabya,Lufita,Chitipa Central,Mkomba Nyama,Riverside,Ungweru Youth organisation,Active,Pending,8,12,Climate_Change Education Health Gender&SocialP Governance,0,1,1,1,1,0,1,,,,,,,,,,,,Climatechange_mit,0,1,0,0,0,0,Guidance_councelling Bursaries_Scholars,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Peer_Education SubstanceUse&Abuse MentalHealth Advocacy",1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,Gender_equality Women&girlsEmpowerment Women_rights Advocacy-policyAdvocacy GBV,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion Leadership,1,1,1,0,1,0,1,,,,,,,,Empowering youth through inclusive programs to drive a positive change in a society,"To promote youth development and cater for emerging issues like culture,  HIV/AIDS,SRHR,Climate change and fighting corruption",38,16,2,1,0,0,Quarterly,Monthly,Bi_weekly,Farming n membership fee,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Capacity_Building ResourseMobilisationTechiniques Networking&Partnership_building,0,0,1,0,0,1,0,1,0,-9.7014916,33.2707297,1273.2,4.9
North,Chitipa,TA Mwabulamabya,Lufita,Chitipa Central,Namuyemba,Sanjemuleke,Umodzi youth organisation,Active,Pending,8,5,Education Health Gender&SocialP Agriculture,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,VocationalskillsTraining Guidance_councelling Advocacy,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SRHR_YFHS SRHR_Familyplanning Humanitarian_response Peer_Education SubstanceUse&Abuse MentalHealth,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,Gender_equality Women&girlsEmpowerment Women_rights,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,"To empower youth to achieve their full potential through skills development and community engagement, promoting a generation of leaders who are dedicated to sustainable development and positive change.",To create a generation of empowered and skilled young people leaders who can promote residential communities and inspire positive transformation to the community,21,12,0,0,0,0,Biannually,Quarterly,Monthly,Peace work and contributions,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Lack_Systems ResourseMobilisationTechiniques Networking&Partnership_building,0,0,0,1,0,1,0,1,0,-9.7069733,33.2700213,1266.9,3.9
North,Chitipa,TA Mwabulamabya,Lufita,Chitipa Central,Mkombanyama,Mkombanyama,GSG digital and innovation centre,Active,Pending,5,2,Climate_Change Education Gender&SocialP,0,1,1,0,1,0,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,VocationalskillsTraining ICT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Gender_equality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,To bridge the digital device and provide support in rural areas,Championing digital literacy and renovation,177,108,0,0,0,0,Quarterly,Monthly,Monthly,Trainings plus consultant services,M&E Finance,0,0,0,1,0,0,1,0,0,0,Yes,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-9.7018442,33.2673495,1274.3,4.5
North,Chitipa,TA Mwabulamabya,Lufita,Chitipa Central,Katutula,Muula,Twafwane youth organisation,Active,Pending,23,18,Education Gender&SocialP Agriculture,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,ECD&CBCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,Gender_equality Women&girlsEmpowerment Women_rights,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,Empowering young people minds through guidance education and innovation,"To create forum where every young people possesses the knowledge skills and confidence to succeed in an ever-changing world,shaping a brighter future for themselves and their communities",143,123,2,1,0,0,Annually,Biannually,Quarterly,They do VSL,Entrepreneurship Vocational,0,0,1,0,0,1,0,0,0,0,No,No,No,No,No,No,No,Capacity_Building ResourseMobilisationTechiniques Markets,0,0,1,0,0,1,1,0,0,-9.69766,33.2464883,1291.3,3.9
North,Chitipa,TA Mwabulamabya,Lufita,Chitipa Central,Mwenefumbo,Ifumbo,Ifumbo Youth organisation,Active,Pending,17,9,Economic Climate_Change Education Agriculture,1,1,1,0,0,1,0,Group_Economies,0,0,1,0,0,0,0,0,0,0,Environment Climatechange_mit,1,1,0,0,0,0,ECD&CBCC Guidance_councelling Advocacy,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness,1,1,1,0,0,0,Striving to achieve sustainable youth development for a brighter future,"To form a well youth and Community on issues of gender ,culture HIV/AIDS,SRH,food security, care of vulnerable community for proper enhancement of social economic development and behaviour change amongst youths and community at large",4121,4615,5,11,0,0,Quarterly,Monthly,Weekly,Farming,Entrepreneurship Vocational,0,0,1,0,0,1,0,0,0,0,No,Pending,No,Yes,No,No,No,Capacity_Building Regulatorybody_registration ResourseMobilisationTechiniques,0,0,1,0,1,1,0,0,0,-9.6020531,33.4037586,1163.7,4.8
North,Karonga,TA Kyungu,Mpata,Karonga Town,Mweneyumba,Town,Kachila youth initiative organisation,Active,Yes,3,4,Education Health Gender&SocialP Governance,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,ECD&CBCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Gender_equality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CivicParticipation Advocacy&Lobbying,0,1,1,0,0,0,0,,,,,,,,"We exist to build capacity of the communities through inclusive participatory approaches, advocacy and community led development initiative that will ensure sustainable development.",Empowered community for sustainable development.,209,184,2,1,0,0,Quarterly,Monthly,Monthly,Rentals,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances ResourseMobilisationTechiniques Markets,0,1,0,0,0,1,1,0,0,-9.9407665,33.9231501,473.6,4.4
Central,Lilongwe,TA Tsabango,Kang'oma,Lilongwe City east,Shuga,Gaga,UNITY YOUTH FOR DEVELOPMENT (UY4D),Active,Yes,3,7,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Financial_literacy Energy,0,0,1,1,1,1,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,VocationalskillsTraining Inclusive_Education Bursaries_Scholars Functional_Literacy Advocacy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality Women&girlsEmpowerment youth&childdev Behavior_change Guidance_councelling Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,To make the youth to become productive citizens of Malawi by helping them to achieve their personal development.,To make sure that all thr youths are taking part in all development activities.,6230,4964,2,1,0,0,Quarterly,Weekly,Annually,Microloan finance IGA,Entrepreneurship Administration,0,0,1,0,0,0,0,1,0,0,Yes,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.017092,33.8169963,1065.1,6.2
Central,Lilongwe,TA Chiseka,Mitundu,Msinja south,Motolosi,Motolosi,Mitundu youth organisation,Active,Yes,26,25,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,IGAs,0,0,0,1,0,0,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,Arts_craft Advocacy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange WASH Advocacy",1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,Gender_equality Women&girlsEmpowerment Resource_centres Advocacy-policyAdvocacy GBV EndingChildMarriages,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion,1,1,1,0,1,0,0,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev,1,1,1,1,0,0,"Works with th community by facilitating and coordinating sexual reproductive health rights ,gender HIV AIDS ,environment and food security programs targeting communities in Lilongwe rural east development area.",A Healthy and self sustaining community by the 2030.,144,185,22,32,19,37,None,Weekly,Weekly,Farming,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.2489603,33.773639,1189.7,8.1
Central,Lilongwe,TA Kalumba,Chisime,Lilongwe rural east,Chalendewa,Sandramu,Good soil partners,Active,Pending,4,0,Economic Climate_Change Education Agriculture Governance,1,1,1,0,0,1,1,IGAs,0,0,0,1,0,0,0,0,0,0,Environment Climatechange_mit Climatechang_adapt,1,1,0,1,0,0,Literacy&language IEC&Media Leadership Library_service Inclusive_Education Schoolleadership_mangnt Bursaries_Scholars Adult_Literacy Functional_Literacy Advocacy,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CivicParticipation Networking,0,1,0,0,0,1,0,AgricProd&Productivity Sustainabledev AgricResearch&Innovation,1,0,0,1,1,0,Activitivating youth destinies,"Transforming the lives of young men and women through access to education, entrepreneurship training and leadership training such that they understand their potential and live lives which honour God by loving God, living generous life, adding value to others and always doing the right thing.",97,172,0,1,0,0,Monthly,Weekly,Weekly,Donations,ICT Finance,0,0,0,0,1,0,1,0,0,0,Yes,Yes,Yes,Yes,No,No,No,ResourseMobilisationTechiniques Markets Networking&Partnership_building,0,0,0,0,0,1,1,1,0,-13.8733505,33.75805,1142.9,20
Central,Lilongwe,TA Tsabango,Chitsime,M'buka,Kaondo,Champhepete,Area 36 Tingathe,Active,Pending,17,27,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,IGAs Energy Creative_Industries Digital_Skills,0,0,0,1,0,1,0,1,1,0,Environment Climatechang_adapt Capacitybuilding&training Research_innovation,1,0,0,1,1,1,ECD&CBCC Arts_craft Cultural_values ICT Inclusive_Education Bursaries_Scholars Functional_Literacy Advocacy,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment child_protection youth&childdev Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages Communitypolicing,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion Networking,1,1,1,0,1,1,0,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,Creating an enabling environment for youth to achieve their full potential.,A community where youth lead and contribute Positively to society.,100,151,2,1,0,1,Quarterly,Monthly,Annually,"Poultry farming,computer lessons,doormats,treeseedlings,briquettes",Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,No,No,No,No,No,No,Capacity_Building Regulatorybody_registration ResourseMobilisationTechiniques,0,0,1,0,1,1,0,0,0,-14.0178248,33.7720294,1047.7,7.4
Central,Lilongwe,TA Njewa,Njewa,Mtandire msiriza constituency,Chigoneka,Chigoneka,Youth Forum for National transformation (YOFONAT),Active,Yes,5,4,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs IGAs Financial_literacy Energy Creative_Industries Digital_Skills,0,1,0,1,1,1,0,1,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,1,1,1,1,Arts_craft Leadership ICT Guidance_councelling Inclusive_Education Advocacy,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Advocacy-policyAdvocacy GBV EndingChildMarriages,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity AgricResearch&Innovation Advocacy,1,0,0,0,1,1,Harnessing the leadership potential of young people so that they become active individuals to influence change human rights based approach.,A society that recognises and responds to the full range of the needs and gift of young people.,510,834,64,63,0,1,Quarterly,Weekly,Weekly,Grants,Finance Communication,0,0,0,0,0,0,1,0,1,0,Yes,No,No,Yes,No,No,No,Access_to_Land Finances Capacity_Building,1,1,1,0,0,0,0,0,0,-13.9523379,33.7355701,1092.7,5.5
North,Karonga,TA Kyungu,Mpata,Karonga West,Mwahimba,Mwafiraso,Foundation for Community Support Services(FOCUS),Active,Yes,1,1,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Financial_literacy Energy,0,0,1,1,1,1,0,0,0,0,Climatechang_adapt,0,0,0,1,0,0,ECD&CBCC IEC&Media VocationalskillsTraining ICT Guidance_councelling Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Advocacy,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Resource_centres Orphan_Care Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention Communitypolicing,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev Advocacy,1,1,1,1,0,1,"FOCUS is not for profit Malawian NGO that is committed towards facilitating, advocating and implementing HIV and AIDS delivery services and sustainable livelihoods targeting Malawian communities",Self reliant and healthy community with improved quality of life that is aware and able to demand for information and services,2560,930,0,0,15,5,Quarterly,Monthly,Monthly,Rice farming,Entrepreneurship Procurement,0,0,1,0,0,0,0,0,0,1,Yes,Yes,Yes,Yes,No,No,No,Finances ResourseMobilisationTechiniques Markets,0,1,0,0,0,1,1,0,0,-9.9406477,33.9216361,0,116.1
